"Species";"Group"
"Pelodiscus sinensis";"Reptilia"
"Pelodiscus sinensis";"Reptilia"
"Pelodiscus sinensis";"Reptilia"
"Pelodiscus sinensis";"Reptilia"
"Pelophylax bedriagae";"Amphibia"
"Pelophylax bedriagae";"Amphibia"
"Pelophylax bedriagae";"Amphibia"
"Pelophylax bedriagae";"Amphibia"
"Pelophylax bedriagae";"Amphibia"
"Pelophylax bergeri";"Amphibia"
"Pelophylax bergeri";"Amphibia"
"Pelophylax bergeri";"Amphibia"
"Pelophylax bergeri";"Amphibia"
"Pelophylax bergeri";"Amphibia"
"Pelophylax bergeri";"Amphibia"
"Pelophylax epeiroticus";"Amphibia"
"Pelophylax esculentus";"Amphibia"
"Pelophylax esculentus";"Amphibia"
"Pelophylax kl. Esculentus";"Amphibia"
"Pelophylax kl. Grafi";"Amphibia"
"Pelophylax kurtmuelleri";"Amphibia"
"Pelophylax kurtmuelleri";"Amphibia"
"Pelophylax kurtmuelleri";"Amphibia"
"Pelophylax kurtmuelleri";"Amphibia"
"Pelophylax kurtmuelleri";"Amphibia"
"Pelophylax lessonae";"Amphibia"
"Pelophylax lessonae";"Amphibia"
"Pelophylax lessonae";"Amphibia"
"Pelophylax lessonae";"Amphibia"
"Pelophylax lessonae";"Amphibia"
"Pelophylax nigromaculatus";"Amphibia"
"Pelophylax nigromaculatus";"Amphibia"
"Pelophylax perezi";"Amphibia"
"Pelophylax perezi";"Amphibia"
"Pelophylax perezi";"Amphibia"
"Pelophylax perezi";"Amphibia"
"Pelophylax perezi";"Amphibia"
"Pelophylax ridibundus";"Amphibia"
"Pelophylax ridibundus";"Amphibia"
"Pelophylax ridibundus";"Amphibia"
"Pelophylax ridibundus";"Amphibia"
"Pelophylax ridibundus";"Amphibia"
"Pelophylax ridibundus";"Amphibia"
"Pelophylax ridibundus";"Amphibia"
"Pelophylax ridibundus";"Amphibia"
"Pelophylax ridibundus";"Amphibia"
"Pelophylax ridibundus";"Amphibia"
"Pelophylax ridibundus";"Amphibia"
"Pelophylax ridibundus";"Amphibia"
"Pelophylax ridibundus";"Amphibia"
"Pelophylax saharicus";"Amphibia"
"Pelophylax saharicus";"Amphibia"
"Pelophylax shqipericus";"Amphibia"
"Pelophylax shqipericus ";"Amphibia"
"Pelusios castaneus";"Reptilia"
"Pelusios subniger";"Reptilia"
"Pelusios subniger";"Reptilia"
"Pelusios subniger";"Reptilia"
"Pelusios subniger";"Reptilia"
"Pelusios subniger";"Reptilia"
"Phelsuma astriata";"Reptilia"
"Phelsuma cepediana";"Reptilia"
"Phelsuma cepediana";"Reptilia"
"Phelsuma dubia";"Reptilia"
"Phelsuma dubia";"Reptilia"
"Phelsuma dubia";"Reptilia"
"Phelsuma dubia";"Reptilia"
"Phelsuma grandis";"Reptilia"
"Phelsuma guimbeaui";"Reptilia"
"Phelsuma laticauda";"Reptilia"
"Phelsuma laticauda";"Reptilia"
"Phelsuma laticauda";"Reptilia"
"Phelsuma laticauda";"Reptilia"
"Phelsuma lineata";"Reptilia"
"Phelsuma madagascariensis";"Reptilia"
"Phelsuma madagascariensis";"Reptilia"
"Phelsuma madagascariensis";"Reptilia"
"Phelsuma sundbergi";"Reptilia"
"Philodryas psammophidea";"Reptilia"
"Phrynomantis bifasciatus";"Amphibia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma cornutum";"Reptilia"
"Phrynosoma coronatum";"Reptilia"
"Phrynosoma coronatum";"Reptilia"
"Phyllodactylus reissii";"Reptilia"
"Physignathus cocincinus";"Reptilia"
"Pipa carvalhoi";"Amphibia"
"Pipa parva";"Amphibia"
"Pituophis catenifer";"Reptilia"
"Pituophis melanoleucus";"Reptilia"
"Pituophis melanoleucus";"Reptilia"
"Platyceps florulentus";"Reptilia"
"Plethodon cinereus";"Amphibia"
"Plethodon montanus";"Amphibia"
"Plethodon shenandoah";"Amphibia"
"Pleurodeles waltl";"Amphibia"
"Pleurodema brachyops";"Amphibia"
"Pleurodema brachyops";"Amphibia"
"Podarcis filfolensis";"Reptilia"
"Podarcis muralis";"Reptilia"
"Podarcis muralis";"Reptilia"
"Podarcis muralis";"Reptilia"
"Podarcis muralis";"Reptilia"
"Podarcis muralis";"Reptilia"
"Podarcis muralis";"Reptilia"
"Podarcis muralis";"Reptilia"
"Podarcis muralis";"Reptilia"
"Podarcis muralis";"Reptilia"
"Podarcis muralis";"Reptilia"
"Podarcis pityusensis";"Reptilia"
"Podarcis pityusensis";"Reptilia"
"Podarcis pityusensis";"Reptilia"
"Podarcis sicula";"Reptilia"
"Podarcis sicula";"Reptilia"
"Podarcis sicula";"Reptilia"
"Podarcis sicula";"Reptilia"
"Podarcis sicula";"Reptilia"
"Podarcis sicula";"Reptilia"
"Podarcis sicula";"Reptilia"
"Podarcis sicula";"Reptilia"
"Podarcis siculus";"Reptilia"
"Podarcis siculus";"Reptilia"
"Podarcis siculus";"Reptilia"
"Podarcis siculus";"Reptilia"
"Podarcis siculus";"Reptilia"
"Podarcis siculus";"Reptilia"
"Podarcis siculus";"Reptilia"
"Podarcis siculus";"Reptilia"
"Podarcis siculus";"Reptilia"
"Podarcis siculus";"Reptilia"
"Podarcis siculus";"Reptilia"
"Podarcis siculus";"Reptilia"
"Podarcis siculus";"Reptilia"
"Podocnemis expansa";"Reptilia"
"Podocnemis lewyana";"Reptilia"
"Podocnemis sextuberculata";"Reptilia"
"Podocnemis unifilis";"Reptilia"
"Podocnemis unifilis";"Reptilia"
"Pogona barbata";"Reptilia"
"Polypedates leucomystax";"Amphibia"
"Polypedates leucomystax";"Amphibia"
"Polypedates megacephalus";"Amphibia"
"Pristurus rupestris";"Reptilia"
"Proteus anguinus";"Amphibia"
"Proteus anguinus";"Amphibia"
"Protobothrops flavoviridis";"Reptilia"
"Psammodromus algirus";"Reptilia"
"Psammodromus algirus";"Reptilia"
"Psammodromus algirus";"Reptilia"
"Psammodromus hispanicus";"Reptilia"
"Pseudacris clarkii";"Amphibia"
"Pseudacris crucifer";"Amphibia"
"Pseudacris regilla";"Amphibia"
"Pseudacris regilla";"Amphibia"
"Pseudacris regilla";"Amphibia"
"Pseudacris regilla";"Amphibia"
"Pseudacris regilla";"Amphibia"
"Pseudacris regilla";"Amphibia"
"Pseudacris regilla";"Amphibia"
"Pseudechis porphyriacus";"Reptilia"
"Pseudemys concinna";"Reptilia"
"Pseudemys concinna";"Reptilia"
"Pseudemys concinna";"Reptilia"
"Pseudemys concinna";"Reptilia"
"Pseudemys concinna";"Reptilia"
"Pseudemys concinna";"Reptilia"
"Pseudemys concinna";"Reptilia"
"Pseudemys concinna";"Reptilia"
"Pseudemys concinna";"Reptilia"
"Pseudemys concinna";"Reptilia"
"Pseudemys floridana";"Reptilia"
"Pseudemys floridana";"Reptilia"
"Pseudemys floridana";"Reptilia"
"Pseudemys floridana";"Reptilia"
"Pseudemys gorzugi";"Reptilia"
"Pseudemys nelsoni";"Reptilia"
"Pseudemys nelsoni";"Reptilia"
"Pseudemys nelsoni";"Reptilia"
"Pseudemys rubriventris";"Reptilia"
"Pseudonaja textilis";"Reptilia"
"Pseudonaja textilis";"Reptilia"
"Pseudopus apodus";"Reptilia"
"Pseudotriton ruber";"Amphibia"
"Ptychadena mascareniensis";"Amphibia"
"Ptychadena mascareniensis";"Amphibia"
"Ptychadena mascareniensis";"Amphibia"
"Ptychadena mascareniensis";"Amphibia"
"Ptychozoon lionotum";"Reptilia"
"Ptyodactylus hasselquistii";"Reptilia"
"Pygopus lepidopodus";"Reptilia"
"Python curtus";"Reptilia"
"Python molurus";"Reptilia"
"Python molurus";"Reptilia"
"Python molurus";"Reptilia"
"Python molurus";"Reptilia"
"Python molurus";"Reptilia"
"Python molurus";"Reptilia"
"Python molurus";"Reptilia"
"Python molurus";"Reptilia"
"Python molurus";"Reptilia"
"Python molurus";"Reptilia"
"Python molurus bivittatus";"Reptilia"
"Python molurus bivittatus";"Reptilia"
"Python molurus bivittatus";"Reptilia"
"Python regius";"Reptilia"
"Python regius";"Reptilia"
"Python regius";"Reptilia"
"Python regius";"Reptilia"
"Python regius";"Reptilia"
"Python reticulatus";"Reptilia"
"Python reticulatus";"Reptilia"
"Python reticulatus";"Reptilia"
"Python reticulatus";"Reptilia"
"Python reticulatus";"Reptilia"
"Python sebae";"Reptilia"
"Python sebae";"Reptilia"
"Pyxicephalus adspersus";"Amphibia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Ramphotyphlops braminus";"Reptilia"
"Rana aurora";"Amphibia"
"Rana draytonii";"Amphibia"
"Rana draytonii";"Amphibia"
"Rana graeca";"Amphibia"
"Rana guentheri";"Amphibia"
"Rana klepton";"Amphibia"
"Rana klepton";"Amphibia"
"Rana klepton";"Amphibia"
"Rana rugosa";"Amphibia"
"Rana temporaria";"Amphibia"
"Rana temporaria";"Amphibia"
"Rana temporaria";"Amphibia"
"Rhaebo blombergi";"Amphibia"
"Rhaebo blombergi";"Amphibia"
"Rhinechis scalaris";"Reptilia"
"Rhinella arenarum";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella marina";"Amphibia"
"Rhinella schneideri";"Amphibia"
"Rhinoclemmys pulcherrima";"Reptilia"
"Salvator merianae";"Reptilia"
"Saproscincus challengeri";"Reptilia"
"Saproscincus mustelinus";"Reptilia"
"Saproscincus mustelinus";"Reptilia"
"Scelarcis perspicillata";"Reptilia"
"Scelarcis perspicillata";"Reptilia"
"Scelarcis perspicillata";"Reptilia"
"Sceloporus jarrovii";"Reptilia"
"Sceloporus magister";"Reptilia"
"Sceloporus occidentalis";"Reptilia"
"Sceloporus occidentalis";"Reptilia"
"Sceloporus poinsettii";"Reptilia"
"Sceloporus poinsettii";"Reptilia"
"Sceloporus serrifer";"Reptilia"
"Sceloporus undulatus";"Reptilia"
"Sceloporus undulatus";"Reptilia"
"Scinax quinquefasciatus";"Amphibia"
"Scinax ruber";"Amphibia"
"Scinax ruber";"Amphibia"
"Scinax ruber";"Amphibia"
"Scinax x-signatus";"Amphibia"
"Scinax x-signatus";"Amphibia"
"Scincella lateralis";"Reptilia"
"Siebenrockiella crassicollis";"Reptilia"
"Simoselaps bimaculatus";"Reptilia"
"Sistrurus miliarius";"Reptilia"
"Spalerosophis diadema";"Reptilia"
"Speleomantes ambrosii";"Amphibia"
"Speleomantes ambrosii";"Amphibia"
"Speleomantes ambrosii";"Amphibia"
"Speleomantes italicus";"Amphibia"
"Speleomantes italicus";"Amphibia"
"Sphaerodactylus argus";"Reptilia"
"Sphaerodactylus argus";"Reptilia"
"Sphaerodactylus argus";"Reptilia"
"Sphaerodactylus argus";"Reptilia"
"Sphaerodactylus argus";"Reptilia"
"Sphaerodactylus argus";"Reptilia"
"Sphaerodactylus argus";"Reptilia"
"Sphaerodactylus argus";"Reptilia"
"Sphaerodactylus copei";"Reptilia"
"Sphaerodactylus elegans";"Reptilia"
"Sphaerodactylus elegans";"Reptilia"
"Sphaerodactylus glaucus";"Reptilia"
"Sphaerodactylus lineolatus";"Reptilia"
"Sphaerodactylus macrolepis";"Reptilia"
"Sphaerodactylus microlepis";"Reptilia"
"Sphaerodactylus notatus";"Reptilia"
"Sphaerodactylus notatus";"Reptilia"
"Sphaerodactylus notatus";"Reptilia"
"Spilotes pullatus";"Reptilia"
"Spilotes pullatus";"Reptilia"
"Stellagama stellio";"Reptilia"
"Stellagama stellio";"Reptilia"
"Stellagama stellio";"Reptilia"
"Stellagama stellio";"Reptilia"
"Stigmochelys pardalis";"Reptilia"
"Storeria dekayi";"Reptilia"
"Strongylopus grayii";"Amphibia"
"Suta ordensis";"Reptilia"
"Tantilla melanocephala";"Reptilia"
"Tantilla melanocephala";"Reptilia"
"Tarentola annularis";"Reptilia"
"Tarentola annularis";"Reptilia"
"Tarentola annularis";"Reptilia"
"Tarentola boettgeri";"Reptilia"
"Tarentola boettgeri";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola mauritanica";"Reptilia"
"Tarentola parvicarinata";"Reptilia"
"Taricha granulosa";"Amphibia"
"Taricha granulosa";"Amphibia"
"Telescopus fallax";"Reptilia"
"Telescopus fallax";"Reptilia"
"Tenuidactylus fedtschenkoi";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene carolina";"Reptilia"
"Terrapene ornata";"Reptilia"
"Terrapene ornata";"Reptilia"
"Terrapene ornata";"Reptilia"
"Terrapene ornata";"Reptilia"
"Terrapene ornata";"Reptilia"
"Testudo graeca";"Reptilia"
"Testudo graeca";"Reptilia"
"Testudo graeca";"Reptilia"
"Testudo graeca";"Reptilia"
"Testudo graeca";"Reptilia"
"Testudo graeca";"Reptilia"
"Testudo graeca";"Reptilia"
"Testudo graeca";"Reptilia"
"Testudo graeca";"Reptilia"
"Testudo graeca";"Reptilia"
"Testudo hermanni";"Reptilia"
"Testudo hermanni";"Reptilia"
"Testudo hermanni";"Reptilia"
"Testudo hermanni";"Reptilia"
"Testudo hermanni";"Reptilia"
"Testudo hermanni";"Reptilia"
"Testudo hermanni";"Reptilia"
"Testudo kleinmanni";"Reptilia"
"Testudo marginata";"Reptilia"
"Testudo marginata";"Reptilia"
"Testudo marginata";"Reptilia"
"Testudo marginata";"Reptilia"
"Testudo marginata";"Reptilia"
"Testudo marginata";"Reptilia"
"Thamnophis brachystoma";"Reptilia"
"Thamnophis brachystoma";"Reptilia"
"Thamnophis brachystoma";"Reptilia"
"Thamnophis cyrtopsis";"Reptilia"
"Thamnophis elegans";"Reptilia"
"Thamnophis radix";"Reptilia"
"Thamnophis sauritus";"Reptilia"
"Thamnophis sauritus";"Reptilia"
"Thamnophis sirtalis";"Reptilia"
"Thamnophis sirtalis";"Reptilia"
"Thamnophis sirtalis";"Reptilia"
"Thamnophis sirtalis";"Reptilia"
"Tiliqua rugosa";"Reptilia"
"Tiliqua scincoides";"Reptilia"
"Tiliqua scincoides";"Reptilia"
"Timon lepidus";"Reptilia"
"Trachemys decussata";"Reptilia"
"Trachemys decussata";"Reptilia"
"Trachemys dorbigni";"Reptilia"
"Trachemys emolli";"Reptilia"
"Trachemys emolli";"Reptilia"
"Trachemys gaigeae";"Reptilia"
"Trachemys script";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys scripta";"Reptilia"
"Trachemys stejnegeri";"Reptilia"
"Trachemys stejnegeri";"Reptilia"
"Trachemys stejnegeri";"Reptilia"
"Trachemys stejnegeri";"Reptilia"
"Trachemys stejnegeri";"Reptilia"
"Trachemys terrapen";"Reptilia"
"Trachycephalus jordani";"Amphibia"
"Trachycephalus typhonius";"Amphibia"
"Trachylepis aurata";"Reptilia"
"Trachylepis aurata";"Reptilia"
"Trachylepis aurata";"Reptilia"
"Trachylepis comorensis";"Reptilia"
"Trachylepis quinquetaeniata";"Reptilia"
"Tretioscincus bifasciatus";"Reptilia"
"Trimeresurus mucrosquamatus";"Reptilia"
"Trimeresurus popeiorum";"Reptilia"
"Trionyx triunguis";"Reptilia"
